genome_name	genome	taxonomy	K03639	K20967	K03637	K03635	K21142	K03831	K03638	K15376	K03750	K07141	K13818	K03752	K03636	K21232	K04487	K21028	K11996	K21029	K21147	K15631	K20625	K08356	K08351	K16964	K07306	K10700	K22341	K22516	K22015	K05299	K00123	K08348	K18558	K00201	K02567	K00367	K00370	K00372	K03934	K18361	K08352	K23302	K24713	K17050	K21307	K17219	K07812	K07811	K08357	K07309	K07147	K10534	K05301	K00387	K17225	K03738	K11389	K19515	K00157	K09842	K12528	K03520	K11817	K22417	K04108	K24716	K16877	K19187	K18020	K19820	K20171	K07303	K07469	K20447	K20448	K13482	K00106	K11177	K00087	K18030	K02588	K02586	K02591	K22896	K22897	K22898	K22899	K00531	K02587	K02592	K02585	K00947	K15790	K02018	K02017	K02020	K15496	K15497	K15495	K05773	K06857	K05772
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Cobetia_marina_KMM_296	GCA_000754225.1	Proteobacteria	3.9e-133		1.3e-92				4.5e-82		1.2000000000000001e-129	9e-40		1.5e-57			1.5e-164			4.2e-96													1e-87							0.0																																		2.1e-204																						1.8e-100						7.3e-82		
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas_elongata_DSM_2581	GCA_000196875.2	Proteobacteria	1.2000000000000001e-129		8.699999999999999e-90	1.4e-53			8.899999999999999e-84		6.6e-140	3.5e-49		2.4e-57			3.6e-174			1.8e-98					0.0								6.9e-91						0.0	0.0													2.7e-53																					0.0				0.0			1.8999999999999997e-89															5.4e-96	9e-106	1.3e-71						
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas_mediterranea_MMB_1	GCA_000192865.1	Proteobacteria	3.3e-120		1e-83	2e-48	5.7e-15		4.1000000000000005e-79		6.100000000000001e-129			1.2e-41			1.1000000000000002e-173			2.2e-90													1.1e-78							0.0													6.799999999999999e-138																									0.0																		3.1e-91	8.300000000000001e-110	1.3e-70						
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Neptuniibacter_caesariensis_MED92	GCA_000153345.1	Proteobacteria	1.9e-133		9.999999999999999e-90	1.1999999999999999e-52	4e-18		6.7e-81		6.500000000000001e-144		1.2000000000000001e-129	4.7e-43			2.6e-194			1.8000000000000002e-105										5.1000000000000005e-79			2.8000000000000003e-283							0.0																	6.5999999999999995e-199																																							2.3e-98	6.1999999999999995e-111	1.7999999999999997e-61				9.2e-84	1.2999999999999998e-74	4.3e-117
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Nitrincola_lacisaponensis_4CA	GCA_000691225.1	Proteobacteria	7.2e-09		1e-91	2.9999999999999995e-54			4.0000000000000006e-79		1.7e-130		7.9e-60	2.7e-56			2.3e-180			5.999999999999999e-106													2.9e-270							0.0			1e-192										1.4999999999999999e-146																									0.0																		2.4e-71	6.5999999999999996e-108	7.4e-58				2e-83	4.9e-70	7.3e-117
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Oceanobacter_sp._RED65_unfinished_sequence	GCA_000153565.1	Proteobacteria	3.2e-128		6e-88	7.4e-57			7.5e-83		4.4999999999999997e-150	2.8e-50		3.5e-54	9.3e-16		1.6000000000000002e-173		5.5e-92																					0.0			2.9999999999999996e-119										1.2000000000000001e-144																					3.9e-212				0.0				8.1e-148														6.1e-79	5.2e-87	4.2e-63						
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Thalassolituus_oleivorans_R6_15	GCA_000582555.1	Proteobacteria	6.2e-110		3.4000000000000003e-85	3.2e-51	9.9e-15		2.5e-74		1.2e-147	3.7000000000000004e-35		2.1999999999999998e-38			9.1e-169		1.8e-90											2.3e-102										0.0			1.1e-115										9.799999999999999e-149																									0.0																		1.0000000000000001e-88	1.4e-102	3.5999999999999997e-69						
Bacteria_Proteobacteria_Gammaproteobacteria_Orbales_Orbaceae_Gilliamella_apicola	GCA_000599985.1	Proteobacteria	6.9e-98		6.6e-80	5.7e-47		2.2e-99			2.3e-136		5.800000000000001e-56	7.2e-58	1.8e-12		1.1e-196			1.6e-92							0.0							0.0																																																														2.7e-98	6.5e-87	1.7000000000000001e-77						
Bacteria_Proteobacteria_Gammaproteobacteria_Orbales_Orbaceae_bacterium_Bimp	GCA_000471645.3	Proteobacteria	2.7e-96		3.2e-86	7.200000000000001e-47		1.7000000000000001e-100			1.4e-139		1.8e-55	1.8e-57	1.5e-16		9.999999999999999e-197			3.9e-88											0.0			0.0					0.0																																																									1.7e-97	3.6000000000000004e-86	6e-73						
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Actinobacillus_pleuropneumoniae_serovar_3_str._JL03	GCA_000016685.1	Proteobacteria	1.6e-106		1.1e-86	3e-51		7.5e-103					8.1e-168		1.7e-15		2.7e-196	1e-153		5.6e-95														0.0			0.0												0.0	0.0		0.0	6.3e-144																																											4.1e-94	3.6000000000000005e-110	2.1e-77						
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Aggregatibacter_actinomycetemcomitans_D7S_1	GCA_000163615.3	Proteobacteria	3.2e-106		2.4e-86	5.499999999999999e-48	6.5e-15	5.4e-103			4.2e-145		4.1e-63				1.8e-196			5.7e-87											1.9e-297			8.2e-78			0.0												0.0			0.0																																												1e-95	5.6e-111	7.7e-42						
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Bibersteinia_trehalosi_USDA_ARS_USMARC_189	GCA_000521745.1	Proteobacteria	1.5999999999999999e-62		8.600000000000001e-88	1.5e-51	1.1e-16	1.1e-102			1.6999999999999998e-142		8.6e-152				8.3e-198		2.5000000000000003e-99	1.1e-26														0.0			0.0												0.0		9.2e-244	0.0	1.0999999999999999e-142																																											1.6e-19	3.3000000000000004e-109	2.2e-77						
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Gallibacterium_anatis_UMN179	GCA_000209675.1	Proteobacteria	1.7e-106		3e-85	8.7e-51		4.1000000000000005e-103			8.9e-149		2.3999999999999998e-60		3.7e-18		5.0000000000000005e-200		8.4e-90	2.7e-15														4.1e-87			0.0														0.0	0.0																																												7.7e-94	1.2999999999999998e-95	5.1e-74						
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_influenzae_KR494	GCA_000465255.1	Proteobacteria	2.4e-110		4.9e-87	7.9e-52		3.7e-106			4.6e-148		8.3e-60		2.8e-14		3.5e-196		1.5e-87															0.0			0.0												0.0			0.0																																												1e-92	1.9e-111	8.799999999999999e-74						
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Mannheimia_haemolytica_D174	GCA_000422095.1	Proteobacteria	1.5000000000000002e-107		3.8e-87	1.7e-49		2.7e-103			3.6e-146		1e-156		1.1e-16		2.1e-196			7.8e-37														0.0			0.0												0.0	0.0	0.0		6.1e-145																																											1.1e-94	1.7e-111	1.1e-77						
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Mannheimia_succiniciproducens_MBEL55E	GCA_000007745.1	Proteobacteria	1.3000000000000002e-109		1.1e-87	5.4e-51		4.1999999999999994e-104			2.6e-147		1.0999999999999999e-62		6.2e-16		4.7e-199	1.3e-144	1.5e-85										0.0					0.0			0.0												0.0			8.7e-18																																												4.1e-94	9.7e-109	6.4e-78						
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Pasteurella_multocida_43137	GCA_000754275.1	Proteobacteria	8.5e-08		1.5e-86	4e-51		2.4e-105			1.4e-149		9.8e-64		1e-16		3.4e-199		2.7e-88		1.3e-12													0.0			0.0												0.0	0.0	0.0	0.0	2.2e-145																																											3.2999999999999996e-94	2e-69	5.7e-76						
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_baumannii_AB30	GCA_000746645.1	Proteobacteria	4.7e-117		1.1e-63	1.4e-47	1.2e-06				2.2e-107		4.4e-37				4.3e-191			4.7e-86													1.4e-87							0.0			3.8e-109																																			0.0																		3.4e-87	2.3e-84	9.900000000000001e-85						
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Enhydrobacter_aerosaccus_SK60	GCA_000175915.1	Proteobacteria	9.300000000000001e-86		6.6e-71	3.5999999999999996e-42	5.1e-17		1.3e-76		3.3e-127	9e-28		5.9e-36			1.1000000000000001e-193			4.1e-78										1.6e-95										0.0																																						0.0		1.7e-290																		2e-43						
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Moraxella_Moraxella_Moraxella_catarrhalis_25240	GCA_000740455.1	Proteobacteria	2.1e-88		8.7e-67	1.1e-40	7.2e-13		7.2e-77		5.5e-124			5e-25			7.3e-188			1.7e-16																			0.0																																																									3.7e-87	2.3000000000000002e-80	1.9e-78						
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Psychrobacter_cryohalolentis_K5	GCA_000013905.1	Proteobacteria	5.4e-91		9.500000000000001e-70	1.1e-44	4.9e-17		4e-75		7.400000000000001e-122	7.5e-33		1e-31			4.0999999999999997e-187			5.4e-82										5.299999999999999e-91										0.0			1.4000000000000001e-117																																			0.0		5.1e-301																6.3e-66		1.5999999999999999e-55						
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Azotobacter_group_Azotobacter_vinelandii_CA6	GCA_000380365.1	Proteobacteria	1.5e-70		2.5e-87	5.3e-51			4.5e-80		5.9e-148	3.2e-48		5.7e-51	3e-11		7.7e-192		2.5999999999999998e-141	2.0999999999999998e-101					0.0									0.0						0.0													8.7e-148																					1e-237				0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6e-225	1.3999999999999999e-188	2.4999999999999997e-207	2.8e-113	2.1e-63	1e-82	3.5e-97	4.5000000000000003e-66						
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Cellvibrio_japonicus_Ueda107	GCA_000019225.1	Proteobacteria	2.8000000000000002e-129		7.400000000000001e-85	1.6e-49	6.4e-18		9e-79		3.1e-149			4.7999999999999995e-61			3.4999999999999997e-165			4.2e-103										1.4999999999999998e-104								1.2999999999999999e-274																																								0.0																		4e-85	1.6000000000000001e-80	1e-82						
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_aeruginosa_B136_33	GCA_000359505.1	Proteobacteria	1.2e-131		6.4e-90	4.7e-52			1.3e-80		3.5e-140	1.1e-57		3.1e-50	3.2e-17		4.1e-150		5.1e-100														1.1e-86	2.5e-85			0.0		0.0	0.0			3.4000000000000003e-100										3.6e-45				3.1e-08																	0.0				0.0		0.0	9.499999999999999e-91	1.7e-198														1.9999999999999997e-89	2.8000000000000002e-117	8e-75						
Bacteria_Proteobacteria_Gammaproteobacteria_Salinisphaerales_Salinisphaeraceae_Salinisphaera_shabanensis_E1L3A	GCA_000215955.3	Proteobacteria	1.5000000000000001e-123		4.3999999999999995e-62		1.9000000000000001e-66		3.2e-78		6.199999999999999e-147	8.8e-60		1.2e-53			5.7e-151				2.1000000000000002e-116												0.0							0.0			2.8000000000000003e-133										8.200000000000001e-59			3.2999999999999996e-82								1.6e-277														1e-280		5.5e-291																3.8e-91	7.600000000000001e-110	1.1e-77						
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Cycloclasticus_sp._P1	GCA_000299965.1	Proteobacteria	9.5e-128		1e-84	2.3999999999999997e-42	2.5e-18		1.4000000000000001e-80		2.3e-139		1.3e-59	2.5e-59	5.8e-09		8.7e-152		2.3e-94														0.0					1e-277															1.0999999999999999e-142					5.7e-209																																												1.6999999999999999e-84	1.7e-73	1.6e-118
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Hydrogenovibrio_marinus_MH_110	GCA_000696325.1	Proteobacteria	4.5000000000000003e-122		2.3e-87	2.1999999999999997e-52		8.6e-100			8.6e-110			2.9999999999999994e-23	1.1e-17				3.7999999999999997e-98																					0.0																	5.999999999999999e-189																																							2.3e-81	3.3999999999999995e-104	9.7e-63						
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Methylophaga_frappieri_JAM7	GCA_000260965.1	Proteobacteria	1.4e-102		2.3e-87	1.2e-43	7.4e-14		4.1000000000000005e-79		5.3e-151		5.5e-118				3.4e-143			2.3e-94													0.0			1.6000000000000002e-125				0.0													8.499999999999999e-147																																											2.3e-84	5.6e-108	6.7e-66						
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Piscirickettsia_salmonis_LF_89	GCA_000300295.4	Proteobacteria															3.3e-166																																																																																							
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Thioalkalimicrobium_cyclicum_ALM1	GCA_000214825.1	Proteobacteria	7.200000000000001e-123		7.1e-92	6.4e-54		6.800000000000001e-100			1.2e-103			1.7e-36	2.6e-22				6.2e-98																					0.0																	1.7e-183																																							5.4e-81	1.6e-77	5.6e-64						
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Thiomicrospira_CG2_30_FULL_Thiomicrospira_44_34	GCA_001873715.1	Proteobacteria	1.2e-125		1.1e-88	1.5999999999999999e-52		7.2e-102			2.3e-142				2e-18				1.1000000000000001e-100																																						6.199999999999999e-188																																							7.6e-77	5.6e-101	3.4e-69						
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Candidatus_Photodesmus_katoptron_Akat1	GCA_000478685.1	Proteobacteria															2.4000000000000003e-192																																																																																							
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Enterovibrio_norvegicus_FF_162	GCA_000286855.2	Proteobacteria	5.1e-108		2.4e-88	8.5e-58			2.4e-81		8e-150	4.8e-44		1.4999999999999999e-55	1.3e-14		3.4e-196		7.3e-96								0.0						6.5e-271				0.0													0.0			1.5e-145		7e-116																			0.0				0.0																		4.7e-99	2.6e-108	8.2e-72				1.5e-77	6.400000000000001e-64	2.6e-118
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Enterovibrio_sp._AK16	GCA_000333895.2	Proteobacteria	1.9e-111		1.6000000000000001e-80	3e-57			4.5e-80		1.6e-154	6.9e-40		4.2999999999999994e-54	1.6e-14		7.8e-198			9.499999999999999e-95													1.8000000000000002e-272				0.0			0.0										0.0			6.7e-145		2.5e-119																			0.0				0.0				9.8e-80														2.3000000000000002e-99	1.4e-111	4.3e-74				6.5e-79	1.4e-63	4.6e-121
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_profundum_SS9	GCA_000196255.1	Proteobacteria	2.8e-103		2.2e-87	2.4e-56		1.2e-99			2e-147	8.6e-41		8.6e-60	5.2e-17		4.2e-198	6.0000000000000006e-161	5.2e-96										0.0				1.2000000000000001e-273				0.0	5.0000000000000006e-257		0.0									0.0	0.0	0.0	0.0	6.7e-149										0.0											5.1e-09				0.0			2.6e-151															1.2999999999999999e-98	2.8e-110	1.8e-75				5.4e-79	5.7e-70	3e-121
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_anguillarum_775_I	GCA_000217675.1	Proteobacteria	1.2e-105		4.0000000000000003e-88	2.5000000000000002e-58			1.2e-79		6.099999999999999e-147		2.3999999999999998e-60	2.9000000000000003e-63	1.7e-17		1.1e-200			1.5e-93										2.3e-82							0.0												1.9e-126	0.0																																														9e-98	1.5e-109	8.6e-69						
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_fischeri_MJ11_I	GCA_000020845.1	Proteobacteria	2.7e-11		1.3e-87	5.299999999999999e-54		3e-99			4.8e-140		1.4999999999999998e-54		3.2e-15		6.4e-201			2e-95									0.0				9.9e-275				0.0												0.0	0.0		0.0	3.6e-17																																											8e-97	1.8000000000000003e-110	1.6e-77				1.7e-78	2.3e-71	1.3e-121
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Arenimonas_donghaensis_DSM_18148_HO3_R19	GCA_000743535.1	Proteobacteria	4.9e-111		4.3e-65	5.1e-46			5.0000000000000004e-77		2.1999999999999998e-128			9.300000000000001e-32	7.2e-13					1.5e-11	5.9e-124												1.6e-86														0.0						1.1999999999999999e-141			4.9e-06																																								9e-88		1.2e-70						
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Dyella_japonica_A8	GCA_000725385.1	Proteobacteria	2.8000000000000002e-123		8.499999999999999e-68						4.4e-115			1.2e-44	2.9e-16		1.6e-154				2.1e-106												1.2e-92	0.0			0.0			0.0															5.5999999999999995e-168																			5.3999999999999996e-297																						1.1e-88	1.5e-109	8.6e-76						
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Frateuria_aurantia_Kondo_67_DSM_6220	GCA_000242255.3	Proteobacteria	1.5e-122		3.3e-64	1.1e-46		2.5000000000000003e-99			1.3e-115	6.999999999999999e-42		3.5999999999999997e-40	2.9e-11						1.1e-120												7.4e-86																				2.2999999999999997e-140																					1.7e-209								1.1e-165																						
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Frateuria_terrea_CGMCC_1.7053	GCA_900115705.1	Proteobacteria																		5.5e-19																																																						2.6000000000000002e-210																														
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Luteimonas_sp._J16	GCA_007829385.1	Proteobacteria	7.8e-117		1.4e-65	2.7e-51			2.3e-75		9.9e-135			1.6000000000000001e-37	4.5e-16						2.1e-129																0.0			0.0													5.3e-145																																											7.3e-97	5.600000000000001e-88	1.6999999999999998e-74						
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Pseudoxanthomonas_spadix_BD_a59	GCA_000233915.4	Proteobacteria	7.6e-115		3.7e-64	2.3e-46			3.1e-76		1.1e-139	1.1999999999999998e-38			1.3e-17					1.2e-08	1.9000000000000002e-129												2.5000000000000004e-35																				8.9e-142																											0.0																5.5e-99	3.3e-90	4.5e-76						
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Rhodanobacter_sp._2APBS1	GCA_000230695.3	Proteobacteria	1.9e-105		7.100000000000001e-66		1.4e-38				2.1000000000000002e-122			2.0999999999999997e-42	1.7e-10					1.3e-31	6.3e-14																		0.0																																			1.8000000000000002e-222																						9.5e-78	3.2e-108	2.2e-68						
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Stenotrophomonas_maltophilia_K279a	GCA_000072485.1	Proteobacteria	7.6e-107		1.4000000000000001e-59	4.6e-40					1.9e-121	3.9e-38		1.9000000000000002e-43	1.8e-12						2.3000000000000002e-125												1.7e-80	0.0					0.0																																									1.5e-290																2.8e-101	1.7e-87	1.5999999999999998e-82						
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Wohlfahrtiimonas_chitiniclastica_SH04	GCA_000334955.1	Proteobacteria	4.1e-118		3.9e-77	6.3e-47		1.9e-97			3.0000000000000004e-124	1.3999999999999999e-45		2.1e-44	8.8e-16		6.7e-125			3.2e-90													1.8e-92	0.0																	0.0																														7.600000000000001e-80	1.2999999999999999e-104														1.4e-63	2.3e-86	3.3e-81		1.7e-82				
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Xanthomonas_axonopodis_Xac29_1	GCA_000348585.1	Proteobacteria	4.4e-06		4.9e-64	2.1e-49			1.5e-73		8.2e-138	3.2999999999999997e-38		1.6e-46	1.9e-17						6.2e-127												3e-83																				1.5e-145																											9.1e-300																2e-98	1.1e-90	4.0000000000000006e-79						
Bacteria_Proteobacteria_Gammaproteobacteria_gamma_proteobacterium_NOR51_B_scf_1109846220923_genomic_scaffold	GCA_000158175.1	Proteobacteria	9.1e-103		1e-80	2.8e-41	3.3e-12		4.8e-77		2.1e-144	5.9e-55		4.8e-18			2.6e-190			1.5e-88												3.9e-78	7.6e-274										2.3e-113										2.3000000000000002e-33				2.9e-193																	4.5e-281																						7.1e-85	1.7e-96	4.2000000000000005e-58						
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Candidatus_Ruthia_magnifica_str._Cm_Calyptogena_magnifica	GCA_000015105.1	Proteobacteria	9.7e-113		4e-78	1.9e-44	8.9e-14	1.6000000000000001e-80			1.6e-132		3.6e-52				7.8e-192		2e-92																					3.2e-127																																																																
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Gallaecimonas_xiamenensis_3_C_1	GCA_000299915.1	Proteobacteria															2.1e-121			1.2e-76																																																																																				
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_OMG_group_OM60_clade_Congregibacter_litoralis_KT71	GCA_000153125.2	Proteobacteria	1.9e-127		2.3e-86	1.9e-44	4.6e-14		3.9e-78		1.4e-145	1.5e-49		2e-43			6e-169		1.4999999999999998e-94	1.4999999999999999e-40			0.0																				9.5e-122														7.7e-194																	3.7e-264				0.0																		9.3e-80	1e-100	1.2e-58						
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Reinekea_blandensis_MED297	GCA_000153185.1	Proteobacteria	1.8000000000000001e-103		1.5e-80	4.9e-53			3.6e-79		5.7e-145			8.1e-25	3.8e-19		5.9e-168			5.4e-46																	0.0			0.0													1.1e-139																									0.0				2.4e-71														1.2e-76	1.7e-55	2.1999999999999997e-54						
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Simiduia_agarivorans_SA1	GCA_000305785.2	Proteobacteria	7.8e-126		1.1e-86	1e-53	1.8e-20		7.8e-82		2.7e-153	7.7e-50		1.3e-51	1.3e-08		2.4e-171		6.2e-102											2.7e-87							0.0	3.3e-280	0.0				7.8e-112																															1.4000000000000001e-251																						6.2e-75	1.2e-72	1.6e-48						
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Thiohalomonas_denitrificans_HLD2	GCA_900102855.1	Proteobacteria	1.1999999999999999e-126		2.1e-92	5.8e-49	1.5e-16	1.7e-102			3e-153	1.7999999999999997e-61	1.7e-62	9.4e-65			4.6000000000000005e-163			9.699999999999999e-106						2.0000000000000003e-257											0.0	2.4999999999999998e-254	0.0				8.4e-151				0.0				0.0		5.4e-151																					0.0																						1e-90	6.499999999999999e-115	1.3e-73					1.5e-36	
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Thiohalorhabdus_denitrificans_HL19	GCA_001399755.1	Proteobacteria	4e-126		3.5999999999999994e-89	4.3e-50	7.8e-22		2.1e-75		4.5e-149	4e-58		1.3e-59			5e-155		1.9e-103																				0.0				8.6e-150				0.0						1.5e-143																					0.0																						6.3e-85	8.9e-121	3.1000000000000003e-72						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Bacteriovorax_marinus_SJ	GCA_000210915.2	Proteobacteria	2.2e-99		6.7e-72		7e-15				3.6000000000000004e-85						8.800000000000001e-96			1.4000000000000001e-43	2.2e-75																																																									0.0																		4.3999999999999994e-74	6.2e-65	8.3e-60						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Bdellovibrionales_Bdellovibrionaceae_Bdellovibrio_bacteriovorus_HD100	GCA_000196175.1	Proteobacteria															5.3e-157																																																													0.0																			4.8e-65							
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Desulfarculus_baarsii_DSM_2075	GCA_000143965.1	Proteobacteria	2.4e-14		8.000000000000001e-79			1.6e-65			9.3e-18			3.9e-41			3.3e-182			1.8e-37									3.5e-218			6e-163											3.4999999999999996e-240	5e-224									5.9e-42																												3.6e-78		0.0	0.0	0.0						1.0999999999999999e-174	2.1e-167	7.2e-157			1.7e-92	2.1e-93	2.2e-77						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfatibacillum_alkenivorans_AK_01_Desulfatibacillum_alkenivorans_AK_01	GCA_000021905.1	Proteobacteria	2.5e-124		1.2e-81		2.6e-18	4.2e-10	3.6e-72		8.3e-124			3.6e-52	6.8e-07		9.3e-160			3.8999999999999996e-60							6e-253		0.0			4.8e-289		0.0									2.7e-253	2.8e-261											7.5e-19			5.7e-146																									0.0	0.0	0.0						8.8e-177	5.299999999999999e-170	2.8e-09			6.8e-96	1.1e-92	1.7e-86	6.2e-101	9.999999999999999e-116	3e-99	7.6e-87	4.2999999999999996e-82	2.4e-118
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacter_postgatei_2ac9	GCA_000233695.3	Proteobacteria	1.9000000000000002e-110		2.3e-85	3.6e-07			1.3999999999999999e-67		8.7e-16	4.1e-55		1.4999999999999999e-40			1.8e-164			4e-41	7.099999999999999e-30																						4.4e-151	1.8e-244																															0.0			2.8e-275					0.0	0.0	0.0						1.8e-179	2e-166	2.7e-154			5.7999999999999995e-84	3.1000000000000003e-99	9.2e-68						
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacterium_autotrophicum_HRM2	GCA_000020365.1	Proteobacteria	1.3e-118		1.8e-82				1.6e-65		1.8e-13	1.1e-53		2.4e-47	1.7e-09		1.8e-165	8.9e-163		1.4e-38	1e-27								0.0	1.1e-291				0.0					0.0				6.4e-115	3.2000000000000003e-97														9.9e-148																	0.0						7e-214		0.0	0.0	0.0						9.000000000000001e-181	9.799999999999999e-172	4.800000000000001e-163	1.7e-121		2.9999999999999997e-67	3.2e-111	4.1e-82	1.8e-92	2.6e-112	3.6e-99	2.8e-78	1.5e-78	1.6e-111
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacula_toluolica_Tol2	GCA_000307105.1	Proteobacteria	2e-14		4.1e-80		4.7e-06	1.1e-10	4.8e-66		1.7999999999999998e-106	4.1999999999999995e-42		1.5e-41	2.4e-09		3.1e-162			4.7e-12	5.5e-30								0.0			1.0000000000000001e-143		0.0									2e-165	8.6e-268														7.1e-48		2e-261			3.4e-255												0.0						2.6999999999999997e-230												3.6e-06	2e-118		1.4e-63	7.399999999999999e-91	4.7e-77	1.8e-97	3.3000000000000004e-109	1.4e-102	1.8e-81	1.7000000000000001e-77	1.9e-116
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobotulus_alkaliphilus_ASO4_4	GCA_007830435.1	Proteobacteria	4e-12		1.2e-84		5.2e-07	8.2e-13	7.1e-64		5.6e-121	1.1e-47		7e-45	3e-06		9.2e-172			2.3e-53	1.8e-20																						5.499999999999999e-115															5.3e-152																							9.7e-199		0.0	0.0	0.0						2.2999999999999998e-176	2.5e-151	5.7e-156											
