genome_name	genome	taxonomy	temperature	oxygen	pH	habitat	habitat_diversity
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Cobetia_marina_KMM_296	GCA_000754225.1	Proteobacteria	23.4858248	aerobe	7.7091274	Saline	19.0
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas_elongata_DSM_2581	GCA_000196875.2	Proteobacteria	27.39948765	aerobe	6.342694	Saline	12.0
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas_mediterranea_MMB_1	GCA_000192865.1	Proteobacteria	27.03320021	aerobe	6.620014	Host-associated	15.0
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Neptuniibacter_caesariensis_MED92	GCA_000153345.1	Proteobacteria	29.43792955	aerobe	6.8500853		
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Nitrincola_lacisaponensis_4CA	GCA_000691225.1	Proteobacteria	30.08896017	aerobe	6.18516		
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Oceanobacter_sp._RED65_unfinished_sequence	GCA_000153565.1	Proteobacteria	27.50701863	aerobe	7.1798797	Saline	11.0
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Thalassolituus_oleivorans_R6_15	GCA_000582555.1	Proteobacteria	27.3152009	aerobe	6.027295	Saline	21.0
Bacteria_Proteobacteria_Gammaproteobacteria_Orbales_Orbaceae_Gilliamella_apicola	GCA_000599985.1	Proteobacteria	33.66839937	anaerobe	6.1364665		
Bacteria_Proteobacteria_Gammaproteobacteria_Orbales_Orbaceae_bacterium_Bimp	GCA_000471645.3	Proteobacteria	33.29137701	anaerobe	7.6594987	Host-associated	6.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Actinobacillus_pleuropneumoniae_serovar_3_str._JL03	GCA_000016685.1	Proteobacteria	31.09235917	anaerobe	6.919072	Host-associated	9.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Aggregatibacter_actinomycetemcomitans_D7S_1	GCA_000163615.3	Proteobacteria	35.74554403	anaerobe	8.045142	Engineered	9.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Bibersteinia_trehalosi_USDA_ARS_USMARC_189	GCA_000521745.1	Proteobacteria	26.18236587	anaerobe	6.337271	Host-associated	10.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Gallibacterium_anatis_UMN179	GCA_000209675.1	Proteobacteria	30.44700906	aerobe	6.72309	Host-associated	5.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_influenzae_KR494	GCA_000465255.1	Proteobacteria	32.12751009	anaerobe	6.1197844	Host-associated	15.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Mannheimia_haemolytica_D174	GCA_000422095.1	Proteobacteria	29.90061982	anaerobe	7.287629	Host-associated	9.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Mannheimia_succiniciproducens_MBEL55E	GCA_000007745.1	Proteobacteria	33.21493946	anaerobe	6.671092	Host-associated	9.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Pasteurella_multocida_43137	GCA_000754275.1	Proteobacteria	31.83193364	anaerobe	6.3904705	Host-associated	12.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Acinetobacter_baumannii_AB30	GCA_000746645.1	Proteobacteria	32.16261648	aerobe	6.840296	Freshwater	19.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Enhydrobacter_aerosaccus_SK60	GCA_000175915.1	Proteobacteria	29.77493048	aerobe	7.3534074	Host-associated	14.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Moraxella_Moraxella_Moraxella_catarrhalis_25240	GCA_000740455.1	Proteobacteria	26.83283447	aerobe	6.92127	Host-associated	12.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Psychrobacter_cryohalolentis_K5	GCA_000013905.1	Proteobacteria	25.6626617	aerobe	5.913683	Host-associated	10.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Azotobacter_group_Azotobacter_vinelandii_CA6	GCA_000380365.1	Proteobacteria	30.47990769	aerobe	6.4486036	Plant	21.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Cellvibrio_japonicus_Ueda107	GCA_000019225.1	Proteobacteria	31.55952452	aerobe	6.873314	Saline	23.0
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_aeruginosa_B136_33	GCA_000359505.1	Proteobacteria	31.10390551	aerobe	6.9037657	Plant	23.0
Bacteria_Proteobacteria_Gammaproteobacteria_Salinisphaerales_Salinisphaeraceae_Salinisphaera_shabanensis_E1L3A	GCA_000215955.3	Proteobacteria	29.3262311	aerobe	7.1487784	Saline	2.0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Cycloclasticus_sp._P1	GCA_000299965.1	Proteobacteria	27.11301456	aerobe	7.531086	Saline	7.0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Hydrogenovibrio_marinus_MH_110	GCA_000696325.1	Proteobacteria	31.71572046	aerobe	6.5555835	Freshwater	20.0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Methylophaga_frappieri_JAM7	GCA_000260965.1	Proteobacteria	28.83355447	aerobe	6.28257		
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Piscirickettsia_salmonis_LF_89	GCA_000300295.4	Proteobacteria	29.49366813	aerobe	6.8165765	Saline	5.0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Thioalkalimicrobium_cyclicum_ALM1	GCA_000214825.1	Proteobacteria	22.10189916	aerobe	7.0630813	Freshwater	13.0
Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Thiomicrospira_CG2_30_FULL_Thiomicrospira_44_34	GCA_001873715.1	Proteobacteria	30.71758728	aerobe	6.6021867		
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Candidatus_Photodesmus_katoptron_Akat1	GCA_000478685.1	Proteobacteria	30.14456102	anaerobe	7.026495	Host-associated	9.0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Enterovibrio_norvegicus_FF_162	GCA_000286855.2	Proteobacteria	27.2242358	aerobe	7.3048906	Host-associated	8.0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Enterovibrio_sp._AK16	GCA_000333895.2	Proteobacteria	27.91152697	aerobe	7.0591836		
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Photobacterium_profundum_SS9	GCA_000196255.1	Proteobacteria	26.94283006	aerobe	6.569041	Saline	16.0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_anguillarum_775_I	GCA_000217675.1	Proteobacteria	29.85532722	aerobe	6.4950814	Host-associated	17.0
Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_fischeri_MJ11_I	GCA_000020845.1	Proteobacteria	26.77190937	aerobe	7.203824	Host-associated	20.0
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Arenimonas_donghaensis_DSM_18148_HO3_R19	GCA_000743535.1	Proteobacteria	34.17651149	aerobe	7.0828915	Plant	17.0
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Dyella_japonica_A8	GCA_000725385.1	Proteobacteria	30.96758839	aerobe	7.2624774	Engineered	18.0
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Frateuria_aurantia_Kondo_67_DSM_6220	GCA_000242255.3	Proteobacteria	30.14502259	aerobe	6.508222	Engineered	22.0
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Frateuria_terrea_CGMCC_1.7053	GCA_900115705.1	Proteobacteria	32.4014164	aerobe	5.9879303	Engineered	22.0
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Luteimonas_sp._J16	GCA_007829385.1	Proteobacteria	34.39317971	aerobe	6.5898705	Plant	24.0
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Pseudoxanthomonas_spadix_BD_a59	GCA_000233915.4	Proteobacteria	34.37543779	aerobe	7.029257	Plant	24.0
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Rhodanobacter_sp._2APBS1	GCA_000230695.3	Proteobacteria	30.2949039	aerobe	5.6670065	Engineered	19.0
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Stenotrophomonas_maltophilia_K279a	GCA_000072485.1	Proteobacteria	29.24013618	aerobe	6.9372225		
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Wohlfahrtiimonas_chitiniclastica_SH04	GCA_000334955.1	Proteobacteria	28.99709655	anaerobe	6.717495	Host-associated	6.0
Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Xanthomonas_axonopodis_Xac29_1	GCA_000348585.1	Proteobacteria	30.68621062	aerobe	5.7204	Plant	19.0
Bacteria_Proteobacteria_Gammaproteobacteria_gamma_proteobacterium_NOR51_B_scf_1109846220923_genomic_scaffold	GCA_000158175.1	Proteobacteria	29.00730782	aerobe	7.0457053		
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Candidatus_Ruthia_magnifica_str._Cm_Calyptogena_magnifica	GCA_000015105.1	Proteobacteria	26.01189615	anaerobe	7.095109	Saline	4.0
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Gallaecimonas_xiamenensis_3_C_1	GCA_000299915.1	Proteobacteria	30.5301098	aerobe	6.9191284	Saline	18.0
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_OMG_group_OM60_clade_Congregibacter_litoralis_KT71	GCA_000153125.2	Proteobacteria	28.84898682	aerobe	7.160789	Saline	17.0
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Reinekea_blandensis_MED297	GCA_000153185.1	Proteobacteria	29.10761461	aerobe	6.638746	Saline	8.0
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Simiduia_agarivorans_SA1	GCA_000305785.2	Proteobacteria	28.64312519	aerobe	7.236521	Saline	29.0
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Thiohalomonas_denitrificans_HLD2	GCA_900102855.1	Proteobacteria	35.15706068	aerobe	6.1630335	Freshwater	17.0
Bacteria_Proteobacteria_Gammaproteobacteria_unclassified_Gammaproteobacteria_Thiohalorhabdus_denitrificans_HL19	GCA_001399755.1	Proteobacteria	35.55163496	aerobe	7.527999		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Bacteriovorax_marinus_SJ	GCA_000210915.2	Proteobacteria	23.62901864	aerobe	5.737736		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Bdellovibrionales_Bdellovibrionaceae_Bdellovibrio_bacteriovorus_HD100	GCA_000196175.1	Proteobacteria	31.55769402	aerobe	6.8841944		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfarculales_Desulfarculaceae_Desulfarculus_baarsii_DSM_2075	GCA_000143965.1	Proteobacteria	37.40667234	anaerobe	7.0968904		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfatibacillum_alkenivorans_AK_01_Desulfatibacillum_alkenivorans_AK_01	GCA_000021905.1	Proteobacteria	39.29000826	anaerobe	6.2740064	Saline	11.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacter_postgatei_2ac9	GCA_000233695.3	Proteobacteria	36.26489869	anaerobe	6.4293637	Saline	5.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacterium_autotrophicum_HRM2	GCA_000020365.1	Proteobacteria	36.96639933	anaerobe	6.2457433	Marine	3.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobacula_toluolica_Tol2	GCA_000307105.1	Proteobacteria	35.86663639	anaerobe	6.643884	Hydrothermal	8.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfobotulus_alkaliphilus_ASO4_4	GCA_007830435.1	Proteobacteria	35.93252046	anaerobe	7.2373905		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfococcus_oleovorans_Hxd3	GCA_000018405.1	Proteobacteria	36.04164998	anaerobe	6.1208696	Marine	7.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfotignum_phosphitoxidans_FiPS_3	GCA_000350545.1	Proteobacteria	33.37417173	aerobe	6.5555835	Saline	6.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfobulbus_propionicus_DSM_2032	GCA_000186885.1	Proteobacteria	34.58208366	anaerobe	6.4987874	Freshwater	11.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfocapsa_sulfexigens_DSM_10523	GCA_000341395.1	Proteobacteria	32.00866147	anaerobe	6.369364	Terrestrial	9.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfotalea_psychrophila_LSv54	GCA_000025945.1	Proteobacteria	31.29787083	anaerobe	6.5025992	Terrestrial	7.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobulbaceae_Desulfurivibrio_alkaliphilus_AHT2	GCA_000092205.1	Proteobacteria	39.05080988	anaerobe	6.420924	Saline	1.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfohalobium_retbaense_DSM_5692	GCA_000024325.1	Proteobacteria	37.24690419	anaerobe	6.8810287		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfohalobiaceae_Desulfonatronospira_thiodismutans_ASO3_1_unfinished_sequence	GCA_000174435.1	Proteobacteria	42.25747483	anaerobe	6.7535934	Saline	1.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfomicrobiaceae_Desulfomicrobium_baculatum_DSM_4028	GCA_000023225.1	Proteobacteria	30.91167923	aerobe	6.372941	Engineered	7.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Lawsonia_intracellularis_PHEMN1_00	GCA_000055945.1	Proteobacteria	32.22339045	anaerobe	6.9043884		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfurellales_Desulfurellaceae_Desulfurella_acetivorans_A63_DSM_5264	GCA_000517565.1	Proteobacteria	47.18134462	anaerobe	6.7751775	Hydrothermal	1.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfurellales_Desulfurellaceae_Hippea_maritima_MH2_DSM_10411	GCA_000194135.1	Proteobacteria	52.91566905	anaerobe	6.1955533		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Desulfuromonadaceae_Desulfuromonas_acetoxidans_DSM_684	GCA_000167355.1	Proteobacteria	33.65461041	anaerobe	5.7416015	Freshwater	18.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geoalkalibacter_ferrihydriticus_DSM_17813	GCA_000820505.1	Proteobacteria	35.6631494	anaerobe	6.5555835	Saline	10.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_Geobacter_lovleyi_SZ	GCA_000020385.1	Proteobacteria	32.48766374	anaerobe	5.580255	Freshwater	12.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfuromonadales_Pelobacteraceae_Pelobacter_carbinolicus_DSM_2380	GCA_000012885.1	Proteobacteria	37.06204177	anaerobe	6.3160086	Freshwater	13.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Cystobacter_violaceus_Cb_vi76	GCA_000733295.1	Proteobacteria	35.87135018	aerobe	6.4836407	Terrestrial	10.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Stigmatella_aurantiaca_DW43_1	GCA_000165485.1	Proteobacteria	33.68873761	aerobe	5.0772176	Terrestrial	5.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Anaeromyxobacter_dehalogenans_2CP_C	GCA_000013385.1	Proteobacteria	37.55922981	aerobe	5.3626575	Freshwater	11.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Corallococcus_coralloides_DSM_2259	GCA_000255295.1	Proteobacteria	34.25662087	aerobe	4.3750196		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus_xanthus_DK_1622	GCA_000012685.1	Proteobacteria	35.26344441	aerobe	6.1367507	Terrestrial	7.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Nannocystineae_Kofleriaceae_Haliangium_ochraceum_DSM_14365	GCA_000024805.1	Proteobacteria	30.26384484	aerobe	6.3670745	Freshwater	3.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Nannocystineae_Nannocystaceae_Plesiocystis_pacifica_SIR_1_unfinished_sequence	GCA_000170895.1	Proteobacteria	27.38387645	aerobe	6.898972	Saline	4.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Chondromyces_apiculatus_DSM_436	GCA_000601485.1	Proteobacteria	29.34444336	aerobe	6.161873		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Myxococcales_Sorangiineae_Sandaracinaceae_Sandaracinus_amylolyticus_DSM_53668	GCA_000737325.2	Proteobacteria	27.50757733	aerobe	5.829684	Terrestrial	3.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfobacca_acetoxidans_DSM_11109	GCA_000195295.1	Proteobacteria	43.70916975	anaerobe	7.8342113	Saline	4.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfomonile_tiedjei_DCB_1_DSM_6799	GCA_000266945.1	Proteobacteria	36.19262284	anaerobe	6.853492	Saline	6.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Syntrophus_aciditrophicus_SB	GCA_000013405.1	Proteobacteria	40.6818784	anaerobe	6.8993278		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter_fumaroxidans_MPOB	GCA_000014965.1	Proteobacteria	40.94511144	anaerobe	6.3284917	Terrestrial	8.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter_nitrofigilis_DSM_7299	GCA_000092245.1	Proteobacteria	28.11740979	aerobe	6.852953	Engineered	16.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Campylobacter_jejuni_jejuni_NCTC_11168	GCA_000009085.1	Proteobacteria	34.7540366	anaerobe	7.696026	Host-associated	2.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum_barnesii_SES_3	GCA_000265295.1	Proteobacteria	30.33119218	anaerobe	6.1996636	Freshwater	9.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Helicobacter_cetorum_MIT_99_5656	GCA_000259275.1	Proteobacteria	24.37396301	anaerobe	6.130744	Host-associated	3.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfurimonas_denitrificans_DSM_1251	GCA_000012965.1	Proteobacteria	28.96150734	anaerobe	7.348498	Freshwater	12.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Thiovulum_sp._ES	GCA_000276965.1	Proteobacteria	29.84922338	anaerobe	7.283486	Saline	1.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Wolinella_succinogenes_DSM_1740	GCA_000196135.1	Proteobacteria	36.20270415	anaerobe	6.3692837		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Nautiliales_Nautiliaceae_Caminibacter_mediatlanticus_TB_2_unfinished_sequence	GCA_000170735.1	Proteobacteria	59.1329559	anaerobe	6.6922693		
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_Nautiliales_Nautiliaceae_Nautilia_profundicola_AmH	GCA_000021725.1	Proteobacteria	57.44820552	anaerobe	5.956396	Freshwater	1.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_unclassified_Epsilonproteobacteria_Nitratiruptor_sp._SB155_2	GCA_000010325.1	Proteobacteria	50.48984306	anaerobe	6.462491	Hydrothermal	1.0
Bacteria_Proteobacteria_deltaepsilon_subdivisions_Epsilonproteobacteria_unclassified_Epsilonproteobacteria_Sulfurovum_sp._NBC37_1	GCA_000010345.1	Proteobacteria	37.52437454	anaerobe	7.076296	Saline	11.0
Bacteria_Proteobacteria_unclassified_Proteobacteria_CG1_02_FULL_Proteobacteria_64_396	GCA_001872725.1	Proteobacteria	31.69846191	anaerobe	6.8950663	Freshwater	2.0
Bacteria_SM2F11_RIFCSPHIGHO2_01_FULL_SM2F11_46_14	GCA_001779925.1	SM2F11	39.7741696	anaerobe	6.8297405		
Bacteria_SM2F11_RIFCSPHIGHO2_01_FULL_SM2F11_46_24	GCA_001777575.1	SM2F11	39.2751036	anaerobe	7.027487		
Bacteria_SM2F11_RIFCSPHIGHO2_01_FULL_SM2F11_50_11	GCA_001777585.1	SM2F11	36.69559989	anaerobe	6.2962976		
Bacteria_SM2F11_RIFCSPHIGHO2_02_FULL_SM2F11_43_13	GCA_001819295.1	SM2F11	47.57797585	anaerobe	6.278649		
Bacteria_SM2F11_RIFCSPHIGHO2_02_FULL_SM2F11_46_11	GCA_001779955.1	SM2F11	42.82029076	anaerobe	5.84769		
Bacteria_SM2F11_RIFCSPHIGHO2_12_FULL_SM2F11_42_22	GCA_001779985.1	SM2F11	34.99282393	anaerobe	6.7255425		
Bacteria_SM2F11_RIFCSPHIGHO2_12_FULL_SM2F11_48_16	GCA_001780035.1	SM2F11	33.25401565	anaerobe	7.035541		
Bacteria_SM2F11_RIFCSPLOWO2_02_FULL_SM2F11_48_13	GCA_001780115.1	SM2F11	38.20312977	anaerobe	7.022375	Terrestrial	1.0
Bacteria_Spirochaetes_Spirochaetia_Leptospirales_Leptospiraceae_Leptonema_illini_3055_DSM_21528	GCA_000243335.1	Spirochaetes	37.3426164	aerobe	6.7946706		
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Brachyspiraceae_Brachyspira_murdochii_DSM_12563	GCA_000092845.1	Spirochaetes	41.24146619	anaerobe	6.074868		
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Brevinemataceae_Brevinema_andersonii_ATCC_43811	GCA_900112165.1	Spirochaetes	35.89374664	anaerobe	6.1274934	Host-associated	1.0
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Leptospiraceae_Leptospira_biflexa_serovar_Patoc_strain_Patoc_1_Paris_I	GCA_000017685.1	Spirochaetes	33.95029273	aerobe	6.7929487	Freshwater	2.0
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Leptospiraceae_Turneriella_parva_H_DSM_21527	GCA_000266885.1	Spirochaetes	29.47955592	aerobe	6.6336064	Plant	3.0
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Borrelia_garinii_PBi_linear	GCA_000196215.1	Spirochaetes	50.58417613	anaerobe	6.787805		
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Spirochaeta_sp._Buddy	GCA_000190435.1	Spirochaetes	34.24258613	anaerobe	7.006401	Freshwater	4.0
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Spirochaeta_sp._L21_RPul_D2	GCA_000507245.1	Spirochaetes	30.73701691	anaerobe	6.4594417	Saline	1.0
Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Spirochaetaceae_Treponema_denticola_ATCC_35405	GCA_000008185.1	Spirochaetes	40.98370879	anaerobe	7.1506996	Host-associated	1.0
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Aminobacterium_colombiense_DSM_12261	GCA_000025885.1	Synergistetes	42.85956622	anaerobe	6.617309	Engineered	1.0
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Aminomonas_paucivorans_GLU_3_DSM_12260	GCA_000165795.1	Synergistetes	32.57049219	anaerobe	6.3371024	Engineered	1.0
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Anaerobaculum_mobile_NGA_DSM_13181	GCA_000266925.1	Synergistetes	51.61518299	anaerobe	7.380057	Engineered	3.0
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Cloacibacillus_evryensis_158_DSM_19522	GCA_000585335.1	Synergistetes	34.14717039	anaerobe	5.6134434	Host-associated	1.0
Bacteria_Synergistetes_Synergistia_Synergistales_Synergistaceae_Dethiosulfovibrio_peptidovorans_SEBR_4207_DSM_11002	GCA_000172975.1	Synergistetes	36.33347824	anaerobe	6.5680957		
